label,original_label,glue_tokens,mode,score_norm,anchor_score,z_ngram,z_coverage,z_compress
CORRIDOR_PERFECT_003_GLUE2,CORRIDOR_PERFECT_003,2,fixed,0.056508286376813835,1.0,-1.6752989429629517,2.71380275469203,-0.12038585308576924
CORRIDOR_PERFECT_003_GLUE2,CORRIDOR_PERFECT_003,2,r1,0.056508286376813835,1.0,-1.6752989429629517,2.71380275469203,-0.12038585308576924
CORRIDOR_PERFECT_003_GLUE2,CORRIDOR_PERFECT_003,2,r2,0.056508286376813835,1.0,-1.6752989429629517,2.71380275469203,-0.12038585308576924
CORRIDOR_PERFECT_003_GLUE2,CORRIDOR_PERFECT_003,2,r3,0.056508286376813835,1.0,-1.6752989429629517,2.71380275469203,-0.12038585308576924
CORRIDOR_PERFECT_003_GLUE2,CORRIDOR_PERFECT_003,2,r4,0.056508286376813835,1.0,-1.6752989429629517,2.71380275469203,-0.12038585308576924
CORRIDOR_PERFECT_003_GLUE2,CORRIDOR_PERFECT_003,2,shuffled,-0.09349171362318619,0.0,-1.6752989429629517,2.71380275469203,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE0,CORRIDOR_PERFECT_004,0,fixed,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE0,CORRIDOR_PERFECT_004,0,r1,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE0,CORRIDOR_PERFECT_004,0,r2,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE0,CORRIDOR_PERFECT_004,0,r3,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE0,CORRIDOR_PERFECT_004,0,r4,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE0,CORRIDOR_PERFECT_004,0,shuffled,-0.2298023466794139,0.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE1,CORRIDOR_PERFECT_004,1,fixed,-0.26759191580400005,1.0,-1.941152837621779,1.8959389563546638,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE1,CORRIDOR_PERFECT_004,1,r1,-0.26759191580400005,1.0,-1.941152837621779,1.8959389563546638,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE1,CORRIDOR_PERFECT_004,1,r2,-0.26759191580400005,1.0,-1.941152837621779,1.8959389563546638,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE1,CORRIDOR_PERFECT_004,1,r3,-0.26759191580400005,1.0,-1.941152837621779,1.8959389563546638,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE1,CORRIDOR_PERFECT_004,1,r4,-0.26759191580400005,1.0,-1.941152837621779,1.8959389563546638,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE1,CORRIDOR_PERFECT_004,1,shuffled,-0.41759191580400007,0.0,-1.941152837621779,1.8959389563546638,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE2,CORRIDOR_PERFECT_004,2,fixed,0.1637258657965378,1.0,-1.143591153645297,2.1855990515991475,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE2,CORRIDOR_PERFECT_004,2,r1,0.1637258657965378,1.0,-1.143591153645297,2.1855990515991475,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE2,CORRIDOR_PERFECT_004,2,r2,0.1637258657965378,1.0,-1.143591153645297,2.1855990515991475,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE2,CORRIDOR_PERFECT_004,2,r3,0.1637258657965378,1.0,-1.143591153645297,2.1855990515991475,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE2,CORRIDOR_PERFECT_004,2,r4,0.1637258657965378,1.0,-1.143591153645297,2.1855990515991475,-0.12038585308576924
CORRIDOR_PERFECT_004_GLUE2,CORRIDOR_PERFECT_004,2,shuffled,0.013725865796537798,0.0,-1.143591153645297,2.1855990515991475,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE0,CORRIDOR_PERFECT_005,0,fixed,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE0,CORRIDOR_PERFECT_005,0,r1,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE0,CORRIDOR_PERFECT_005,0,r2,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE0,CORRIDOR_PERFECT_005,0,r3,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE0,CORRIDOR_PERFECT_005,0,r4,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE0,CORRIDOR_PERFECT_005,0,shuffled,-0.2298023466794139,0.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE1,CORRIDOR_PERFECT_005,1,fixed,0.05224857909380666,1.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE1,CORRIDOR_PERFECT_005,1,r1,0.05224857909380666,1.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE1,CORRIDOR_PERFECT_005,1,r2,0.05224857909380666,1.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE1,CORRIDOR_PERFECT_005,1,r3,0.05224857909380666,1.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE1,CORRIDOR_PERFECT_005,1,r4,0.05224857909380666,1.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE1,CORRIDOR_PERFECT_005,1,shuffled,-0.09775142090619336,0.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE2,CORRIDOR_PERFECT_005,2,fixed,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE2,CORRIDOR_PERFECT_005,2,r1,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE2,CORRIDOR_PERFECT_005,2,r2,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE2,CORRIDOR_PERFECT_005,2,r3,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE2,CORRIDOR_PERFECT_005,2,r4,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_005_GLUE2,CORRIDOR_PERFECT_005,2,shuffled,-0.2298023466794139,0.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE0,CORRIDOR_PERFECT_006,0,fixed,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE0,CORRIDOR_PERFECT_006,0,r1,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE0,CORRIDOR_PERFECT_006,0,r2,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE0,CORRIDOR_PERFECT_006,0,r3,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE0,CORRIDOR_PERFECT_006,0,r4,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE0,CORRIDOR_PERFECT_006,0,shuffled,-0.2298023466794139,0.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE1,CORRIDOR_PERFECT_006,1,fixed,0.05224857909380666,1.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE1,CORRIDOR_PERFECT_006,1,r1,0.05224857909380666,1.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE1,CORRIDOR_PERFECT_006,1,r2,0.05224857909380666,1.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE1,CORRIDOR_PERFECT_006,1,r3,0.05224857909380666,1.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE1,CORRIDOR_PERFECT_006,1,r4,0.05224857909380666,1.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE1,CORRIDOR_PERFECT_006,1,shuffled,-0.09775142090619336,0.0,-1.6752989429629517,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE2,CORRIDOR_PERFECT_006,2,fixed,0.7700540946726405,1.0,-0.08017557500998768,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE2,CORRIDOR_PERFECT_006,2,r1,0.7700540946726405,1.0,-0.08017557500998768,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE2,CORRIDOR_PERFECT_006,2,r2,0.7700540946726405,1.0,-0.08017557500998768,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE2,CORRIDOR_PERFECT_006,2,r3,0.7700540946726405,1.0,-0.08017557500998768,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE2,CORRIDOR_PERFECT_006,2,r4,0.7700540946726405,1.0,-0.08017557500998768,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_006_GLUE2,CORRIDOR_PERFECT_006,2,shuffled,0.6200540946726405,0.0,-0.08017557500998768,2.6967639255600013,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE0,CORRIDOR_PERFECT_007,0,fixed,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE0,CORRIDOR_PERFECT_007,0,r1,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE0,CORRIDOR_PERFECT_007,0,r2,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE0,CORRIDOR_PERFECT_007,0,r3,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE0,CORRIDOR_PERFECT_007,0,r4,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE0,CORRIDOR_PERFECT_007,0,shuffled,-0.2298023466794139,0.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE1,CORRIDOR_PERFECT_007,1,fixed,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE1,CORRIDOR_PERFECT_007,1,r1,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE1,CORRIDOR_PERFECT_007,1,r2,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE1,CORRIDOR_PERFECT_007,1,r3,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE1,CORRIDOR_PERFECT_007,1,r4,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE1,CORRIDOR_PERFECT_007,1,shuffled,-0.2298023466794139,0.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE2,CORRIDOR_PERFECT_007,2,fixed,0.039831905917058444,1.0,-1.4094450483041243,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE2,CORRIDOR_PERFECT_007,2,r1,0.039831905917058444,1.0,-1.4094450483041243,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE2,CORRIDOR_PERFECT_007,2,r2,0.039831905917058444,1.0,-1.4094450483041243,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE2,CORRIDOR_PERFECT_007,2,r3,0.039831905917058444,1.0,-1.4094450483041243,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE2,CORRIDOR_PERFECT_007,2,r4,0.039831905917058444,1.0,-1.4094450483041243,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_007_GLUE2,CORRIDOR_PERFECT_007,2,shuffled,-0.11016809408294158,0.0,-1.4094450483041243,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE0,CORRIDOR_PERFECT_008,0,fixed,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE0,CORRIDOR_PERFECT_008,0,r1,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE0,CORRIDOR_PERFECT_008,0,r2,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE0,CORRIDOR_PERFECT_008,0,r3,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE0,CORRIDOR_PERFECT_008,0,r4,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE0,CORRIDOR_PERFECT_008,0,shuffled,-0.2298023466794139,0.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE1,CORRIDOR_PERFECT_008,1,fixed,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE1,CORRIDOR_PERFECT_008,1,r1,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE1,CORRIDOR_PERFECT_008,1,r2,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE1,CORRIDOR_PERFECT_008,1,r3,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE1,CORRIDOR_PERFECT_008,1,r4,-0.07980234667941387,1.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE1,CORRIDOR_PERFECT_008,1,shuffled,-0.2298023466794139,0.0,-1.6752989429629517,2.168560222467119,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE2,CORRIDOR_PERFECT_008,2,fixed,0.4793066534113376,1.0,-0.8777372589864696,2.9693851916724574,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE2,CORRIDOR_PERFECT_008,2,r1,0.4793066534113376,1.0,-0.8777372589864696,2.9693851916724574,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE2,CORRIDOR_PERFECT_008,2,r2,0.4793066534113376,1.0,-0.8777372589864696,2.9693851916724574,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE2,CORRIDOR_PERFECT_008,2,r3,0.4793066534113376,1.0,-0.8777372589864696,2.9693851916724574,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE2,CORRIDOR_PERFECT_008,2,r4,0.4793066534113376,1.0,-0.8777372589864696,2.9693851916724574,-0.12038585308576924
CORRIDOR_PERFECT_008_GLUE2,CORRIDOR_PERFECT_008,2,shuffled,0.32930665341133764,0.0,-0.8777372589864696,2.9693851916724574,-0.12038585308576924
