label,seed_u64,arm,fw_post,verb_post,cov_post,pattern_post,delta_windowed_min,delta_shuffled,passed_head_gate,passed_deltas,leakage_diff
head_039_B,3992428922,B,0.48780765053503816,5,0.73427402223657,0.6417192073821955,0.14230284646298313,0.09534100634676201,True,False,0.0
head_040_A,4220956797,A,0.378437625583195,4,0.477882097205128,0.5665445762244665,0.08128806050923015,0.040147991502878976,False,False,0.0
head_040_B,4220956797,B,0.47843762558319497,4,0.477882097205128,0.5665445762244665,0.08878806050923013,0.04689799150287897,False,False,0.0
head_041_A,2889440773,A,0.34401355878823114,4,0.5978875919187164,0.6408114739993219,0.1735101770560603,0.13807141211382698,False,True,0.0
head_041_B,2889440773,B,0.4440135587882311,4,0.5978875919187164,0.6408114739993219,0.18101017705606032,0.14482141211382699,False,True,0.0
head_042_A,4272669215,A,0.5234869473380183,3,0.7943274995023898,0.6352245779930499,0.14143918676442166,0.17251842274075696,True,False,0.0
head_042_B,4272669215,B,0.6234869473380182,3,0.7943274995023898,0.6352245779930499,0.14893918676442167,0.17926842274075697,True,False,0.0
head_043_A,262039078,A,0.428808422846638,3,0.7524783457710206,0.6148365239219156,0.14418925529766308,0.08722798204505736,True,False,0.0
head_043_B,262039078,B,0.528808422846638,3,0.7524783457710206,0.6148365239219156,0.15168925529766306,0.09397798204505733,True,False,0.0
head_044_A,2145084799,A,0.3783760925611628,6,0.6770975868335685,0.6883163787354993,0.14884804116907244,0.11856063153138906,False,False,0.0
head_044_B,2145084799,B,0.47837609256116276,6,0.6770975868335685,0.6883163787354993,0.15634804116907244,0.12531063153138908,False,True,0.0
head_045_A,2255666007,A,0.4691098629195233,3,0.7260447639954514,0.6227986031116085,0.17504870626648836,0.1388690196707728,True,True,0.0
head_045_B,2255666007,B,0.5691098629195233,3,0.7260447639954514,0.6227986031116085,0.18254870626648836,0.14561901967077281,True,True,0.0
head_046_A,2570208068,A,0.4690788695050745,3,0.6962380452499747,0.5565961069280966,0.20059998475582097,0.19995604327257513,False,True,0.0
head_046_B,2570208068,B,0.5690788695050745,3,0.6962380452499747,0.5565961069280966,0.20809998475582098,0.20670604327257514,False,True,0.0
head_047_A,522013411,A,0.3835818664243403,5,0.8753463447895202,0.694403344801372,0.17193926903435064,0.13135374648612275,True,True,0.0
head_047_B,522013411,B,0.48358186642434026,5,0.8753463447895202,0.694403344801372,0.17943926903435065,0.13810374648612275,True,True,0.0
head_048_A,2787917819,A,0.3948187062026169,4,0.7134916139116083,0.7056761592315323,0.14415045113470099,0.1405362389584997,True,False,0.0
head_048_B,2787917819,B,0.49481870620261686,4,0.7134916139116083,0.7056761592315323,0.151650451134701,0.1472862389584997,True,True,0.0
head_049_A,4234048067,A,0.3619556218159233,4,0.6513751290059492,0.6970286853450782,0.1616181991135258,0.15419410952541143,False,True,0.0
head_049_B,4234048067,B,0.46195562181592326,4,0.6513751290059492,0.6970286853450782,0.1691181991135258,0.16094410952541144,False,True,0.0
