original_label,glue_tokens,delta_vs_shuffled_improvement,delta_vs_windowed_improvement,ngram_change,coverage_change,anchor_preserved
CORRIDOR_TYPO2_084,1,0.0,0.0,0.6646347366470686,0.2555824369804265,True
CORRIDOR_TYPO2_084,2,0.0,0.0,0.9304886313058964,0.2726212661124554,True
CORRIDOR_EAST_SHIFT+1_046,1,0.0,0.0,0.0,0.0,True
CORRIDOR_EAST_SHIFT+1_046,2,0.0,0.0,1.0634155786353094,0.0,True
CORRIDOR_SHIFT+1_025,1,0.0,0.0,0.0,0.0,True
CORRIDOR_SHIFT+1_025,2,0.0,0.0,0.0,0.0,True
CORRIDOR_TYPO1_079,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_TYPO1_079,2,0.0,0.0,0.2658538946588269,0.8008249692053371,True
CORRIDOR_PERFECT_006,1,0.0,0.0,0.0,0.5282037030928821,True
CORRIDOR_PERFECT_006,2,0.0,0.0,1.595123367952964,0.5282037030928821,True
CORRIDOR_SHIFT+1_027,1,0.0,0.0,0.0,0.0,True
CORRIDOR_SHIFT+1_027,2,0.0,-5.551115123125783e-17,1.4621964206235505,0.2726212661124554,True
CORRIDOR_BERLINCLOCK_SHIFT-1_069,1,0.0,1.3877787807814457e-17,-0.26585389465882736,0.0,True
CORRIDOR_BERLINCLOCK_SHIFT-1_069,2,0.0,1.3877787807814457e-17,1.3292694732941368,0.8008249692053382,True
CORRIDOR_EAST_SHIFT+2_051,1,-1.3877787807814457e-17,0.0,0.0,0.5282037030928823,True
CORRIDOR_EAST_SHIFT+2_051,2,-1.3877787807814457e-17,0.0,1.0634155786353094,0.2726212661124554,True
CORRIDOR_SHIFT+3_038,1,0.0,0.0,0.39878084198824126,1.056407406185764,True
CORRIDOR_SHIFT+3_038,2,0.0,0.025000000000000022,1.3292694732941368,1.6016499384106748,True
CORRIDOR_NORTHEAST_SHIFT+2_061,1,-1.1102230246251565e-16,0.0,0.9304886313058951,0.5452425322249101,True
CORRIDOR_NORTHEAST_SHIFT+2_061,2,0.0,0.0,0.26585389465882736,-0.2555824369804265,True
CORRIDOR_SHIFT-1_021,1,0.0,0.0,2.6585389465882736,0.27262126611245474,True
CORRIDOR_SHIFT-1_021,2,0.0,0.0,0.26585389465882736,0.0,True
CORRIDOR_TYPO1_078,1,0.0,0.0,0.265853894658828,0.0,True
CORRIDOR_TYPO1_078,2,0.0,0.0,4.440892098500626e-16,-0.25558243698042715,True
CORRIDOR_BERLINCLOCK_SHIFT-2_066,1,0.0,0.0,0.0,0.0,True
CORRIDOR_BERLINCLOCK_SHIFT-2_066,2,0.0,0.0,1.860977262611791,0.8008249692053382,True
CORRIDOR_SHIFT+2_034,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_SHIFT+2_034,2,0.0,0.0,0.0,0.0,True
CORRIDOR_BERLINCLOCK_SHIFT+2_073,1,-1.3877787807814457e-17,1.3877787807814457e-17,0.26585389465882736,0.8008249692053382,True
CORRIDOR_BERLINCLOCK_SHIFT+2_073,2,0.0,1.3877787807814457e-17,-0.26585389465882736,-0.2555824369804265,True
CORRIDOR_PERFECT_000,1,-0.050000000000000044,0.0,0.0,-0.5282037030928819,False
CORRIDOR_PERFECT_000,2,0.0,0.0,0.26585389465882736,0.5282037030928821,True
CORRIDOR_SHIFT+2_031,1,0.0,0.0,0.0,0.0,True
CORRIDOR_SHIFT+2_031,2,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_SHIFT-1_024,1,0.0,-5.551115123125783e-17,1.0634155786353094,1.0564074061857647,True
CORRIDOR_SHIFT-1_024,2,0.0,-5.551115123125783e-17,0.6646347366470684,1.5846111092786463,True
CORRIDOR_EAST_SHIFT-2_040,1,0.0,0.0,0.0,0.0,True
CORRIDOR_EAST_SHIFT-2_040,2,-1.3877787807814457e-17,0.0,0.0,0.528203703092883,True
CORRIDOR_EAST_SHIFT-1_044,1,-1.3877787807814457e-17,0.0,1.0634155786353094,0.0,True
CORRIDOR_EAST_SHIFT-1_044,2,-1.3877787807814457e-17,0.0,0.0,0.27262126611245563,True
CORRIDOR_PERFECT_004,1,0.0,0.0,-0.26585389465882736,-0.2726212661124554,True
CORRIDOR_PERFECT_004,2,0.0,0.0,0.5317077893176547,0.017038829132028255,True
CORRIDOR_BERLINCLOCK_SHIFT+2_074,1,0.0,1.3877787807814457e-17,-0.26585389465882736,0.25558243698042693,True
CORRIDOR_BERLINCLOCK_SHIFT+2_074,2,0.0,1.3877787807814457e-17,1.1963425259647231,1.5846111092786472,True
CORRIDOR_BERLINCLOCK_SHIFT-1_067,1,0.0,1.3877787807814457e-17,0.9304886313058959,0.5452425322249108,True
CORRIDOR_BERLINCLOCK_SHIFT-1_067,2,5.551115123125783e-17,1.249000902703301e-16,0.9304886313058957,1.0564074061857642,True
CORRIDOR_COMBO_SHIFT-1_TYPO_089,1,0.0,0.0,0.0,0.0,True
CORRIDOR_COMBO_SHIFT-1_TYPO_089,2,-0.050000000000000044,-1.1102230246251565e-16,1.3292694732941368,-0.5282037030928826,False
CORRIDOR_SHIFT+3_037,1,0.0,0.0,0.26585389465882736,0.5282037030928819,True
CORRIDOR_SHIFT+3_037,2,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_EAST_SHIFT+2_050,1,-1.3877787807814457e-17,0.0,0.39878084198824104,0.5282037030928823,True
CORRIDOR_EAST_SHIFT+2_050,2,-1.3877787807814457e-17,0.0,-0.26585389465882736,0.0,True
CORRIDOR_NORTHEAST_SHIFT+1_059,1,-1.1102230246251565e-16,0.0,-0.26585389465882736,-0.2726212661124554,True
CORRIDOR_NORTHEAST_SHIFT+1_059,2,-9.71445146547012e-17,0.02499999999999991,0.9304886313058953,1.056407406185764,True
CORRIDOR_COMBO_SHIFT-1_TYPO_088,1,0.0,0.0,0.26585389465882736,0.0,True
CORRIDOR_COMBO_SHIFT-1_TYPO_088,2,0.0,0.0,0.0,0.0,True
CORRIDOR_BERLINCLOCK_SHIFT+1_072,1,0.0,1.3877787807814457e-17,0.0,0.5282037030928821,True
CORRIDOR_BERLINCLOCK_SHIFT+1_072,2,-5.551115123125783e-17,-9.71445146547012e-17,0.9304886313058957,0.8008249692053382,True
CORRIDOR_PERFECT_003,1,0.0,0.0,-0.26585389465882736,-0.2726212661124554,True
CORRIDOR_PERFECT_003,2,0.0,0.0,0.0,0.5452425322249108,True
CORRIDOR_SHIFT-2_019,1,0.0,0.0,0.0,0.27262126611245474,True
CORRIDOR_SHIFT-2_019,2,0.0,0.0,-0.265853894658828,-0.01703882913202892,True
CORRIDOR_SHIFT+1_026,1,0.0,0.0,0.26585389465882736,0.5282037030928819,True
CORRIDOR_SHIFT+1_026,2,0.0,5.551115123125783e-17,-0.265853894658828,0.2555824369804265,True
CORRIDOR_SHIFT+2_030,1,0.0,0.0,0.0,0.0,True
CORRIDOR_SHIFT+2_030,2,0.0,0.0,0.5317077893176547,1.056407406185764,True
CORRIDOR_PERFECT_009,1,0.0,0.0,0.0,0.0,True
CORRIDOR_PERFECT_009,2,0.0,0.0,0.5317077893176547,0.5282037030928821,True
CORRIDOR_BERLINCLOCK_SHIFT+1_070,1,0.0,1.3877787807814457e-17,0.26585389465882736,0.2726212661124552,True
CORRIDOR_BERLINCLOCK_SHIFT+1_070,2,0.0,1.3877787807814457e-17,0.9304886313058959,0.2726212661124552,True
CORRIDOR_NORTHEAST_SHIFT-2_053,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_NORTHEAST_SHIFT-2_053,2,0.0,0.0,0.0,0.0,True
CORRIDOR_SHIFT-1_023,1,0.0,0.0,0.0,0.5282037030928817,True
CORRIDOR_SHIFT-1_023,2,0.0,0.0,0.39878084198824126,0.5282037030928817,True
CORRIDOR_NORTHEAST_SHIFT-2_054,1,0.0,0.0,0.26585389465882736,1.0564074061857642,True
CORRIDOR_NORTHEAST_SHIFT-2_054,2,-5.551115123125783e-17,0.0,1.595123367952964,0.5282037030928819,True
CORRIDOR_EAST_SHIFT+2_049,1,0.0,0.0,0.0,0.0,True
CORRIDOR_EAST_SHIFT+2_049,2,-1.3877787807814457e-17,0.0,0.0,0.5282037030928823,True
CORRIDOR_SHIFT-3_012,1,0.0,0.0,0.9304886313058964,0.5452425322249108,True
CORRIDOR_SHIFT-3_012,2,0.0,0.0,0.9304886313058964,0.5282037030928819,True
CORRIDOR_EAST_SHIFT-1_043,1,-1.3877787807814457e-17,0.0,1.329269473294137,0.017038829132029143,True
CORRIDOR_EAST_SHIFT-1_043,2,0.0,0.0,0.0,0.0,True
CORRIDOR_NORTHEAST_SHIFT+2_062,1,-1.1102230246251565e-16,0.0,0.9304886313058955,0.5282037030928819,True
CORRIDOR_NORTHEAST_SHIFT+2_062,2,0.0,0.0,0.0,0.2555824369804265,True
CORRIDOR_NORTHEAST_SHIFT+2_063,1,0.0,0.0,0.0,0.0,True
CORRIDOR_NORTHEAST_SHIFT+2_063,2,-1.1102230246251565e-16,0.0,1.5951233679529637,0.5282037030928819,True
CORRIDOR_BERLINCLOCK_SHIFT+1_071,1,-1.3877787807814457e-17,1.3877787807814457e-17,0.39878084198824104,0.5282037030928821,True
CORRIDOR_BERLINCLOCK_SHIFT+1_071,2,-1.3877787807814457e-17,1.3877787807814457e-17,0.26585389465882736,0.5452425322249108,True
CORRIDOR_COMBO_SHIFT-1_TYPO_087,1,0.0,0.0,0.0,0.0,True
CORRIDOR_COMBO_SHIFT-1_TYPO_087,2,-5.551115123125783e-17,-9.71445146547012e-17,0.9304886313058958,0.5452425322249101,True
CORRIDOR_TYPO2_082,1,0.0,0.0,0.0,0.0,True
CORRIDOR_TYPO2_082,2,0.0,0.0,0.0,0.2726212661124554,True
CORRIDOR_SHIFT+1_029,1,0.0,0.0,0.0,0.2726212661124554,True
CORRIDOR_SHIFT+1_029,2,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_NORTHEAST_SHIFT+1_058,1,0.0,0.0,0.0,-0.5282037030928826,True
CORRIDOR_NORTHEAST_SHIFT+1_058,2,0.0,0.0,0.0,0.2726212661124554,True
CORRIDOR_BERLINCLOCK_SHIFT-2_065,1,0.0,0.0,0.0,0.0,True
CORRIDOR_BERLINCLOCK_SHIFT-2_065,2,-1.3877787807814457e-17,0.0,0.26585389465882736,0.8008249692053382,True
CORRIDOR_SHIFT-2_018,1,0.0,0.0,1.7280503152823778,0.5282037030928817,True
CORRIDOR_SHIFT-2_018,2,0.0,0.0,0.39878084198824126,0.7837861400733086,True
CORRIDOR_SHIFT-3_014,1,0.0,0.0,0.265853894658828,-0.5282037030928819,True
CORRIDOR_SHIFT-3_014,2,0.0,0.0,-0.5317077893176538,-0.25558243698042715,True
CORRIDOR_SHIFT+2_033,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_SHIFT+2_033,2,0.0,0.0,0.930488631305896,0.2726212661124554,True
CORRIDOR_NORTHEAST_SHIFT-1_056,1,0.0,0.0,0.26585389465882736,0.2726212661124554,True
CORRIDOR_NORTHEAST_SHIFT-1_056,2,-1.1102230246251565e-16,-1.1102230246251565e-16,1.7280503152823778,0.8008249692053371,True
CORRIDOR_EAST_SHIFT-2_042,1,-1.3877787807814457e-17,0.0,0.0,0.27262126611245563,True
CORRIDOR_EAST_SHIFT-2_042,2,-1.3877787807814457e-17,0.0,0.0,0.528203703092883,True
CORRIDOR_EAST_SHIFT-1_045,1,-2.7755575615628914e-17,0.0,0.26585389465882736,0.27262126611245563,True
CORRIDOR_EAST_SHIFT-1_045,2,-0.05,0.0,0.9304886313058957,0.25558243698042693,False
CORRIDOR_TYPO2_085,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_TYPO2_085,2,0.0,0.0,0.0,0.0,True
CORRIDOR_TYPO1_076,1,0.0,0.0,0.0,0.0,True
CORRIDOR_TYPO1_076,2,0.0,0.0,0.26585389465882736,0.5282037030928819,True
CORRIDOR_NORTHEAST_SHIFT-1_055,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_NORTHEAST_SHIFT-1_055,2,0.0,0.0,0.0,0.0,True
CORRIDOR_SHIFT+3_039,1,0.0,0.0,0.0,0.0,True
CORRIDOR_SHIFT+3_039,2,0.0,0.0,0.0,0.0,True
CORRIDOR_SHIFT-2_015,1,0.0,0.0,0.26585389465882736,0.2555824369804265,True
CORRIDOR_SHIFT-2_015,2,0.0,0.0,-0.265853894658828,0.5111648739608534,True
CORRIDOR_PERFECT_008,1,0.0,0.0,0.0,0.0,True
CORRIDOR_PERFECT_008,2,-5.551115123125783e-17,0.0,0.7975616839764821,0.8008249692053382,True
CORRIDOR_EAST_SHIFT-2_041,1,-6.938893903907228e-17,0.0,0.9304886313058957,0.528203703092883,True
CORRIDOR_EAST_SHIFT-2_041,2,-1.3877787807814457e-17,0.0,0.39878084198824104,0.8008249692053377,True
CORRIDOR_NORTHEAST_SHIFT-2_052,1,0.0,0.0,0.26585389465882736,0.2726212661124554,True
CORRIDOR_NORTHEAST_SHIFT-2_052,2,0.0,0.0,0.0,0.8008249692053373,True
CORRIDOR_TYPO1_080,1,0.0,0.0,0.7975616839764821,0.0,True
CORRIDOR_TYPO1_080,2,0.0,0.0,1.196342525964723,0.8008249692053371,True
CORRIDOR_SHIFT-1_022,1,0.0,0.0,0.39878084198824126,1.0564074061857647,True
CORRIDOR_SHIFT-1_022,2,0.0,0.0,0.0,0.5282037030928817,True
CORRIDOR_SHIFT-3_013,1,0.0,0.0,0.0,0.0,True
CORRIDOR_SHIFT-3_013,2,0.0,0.0,2.5256119992588606,0.5452425322249108,True
CORRIDOR_TYPO2_081,1,0.0,0.0,0.0,0.2726212661124554,True
CORRIDOR_TYPO2_081,2,0.0,0.0,0.5317077893176543,1.0564074061857645,True
CORRIDOR_COMBO_SHIFT+1_TYPO_094,1,0.0,0.0,0.0,0.0,True
CORRIDOR_COMBO_SHIFT+1_TYPO_094,2,0.0,0.0,0.5317077893176547,0.5452425322249101,True
CORRIDOR_SHIFT+1_028,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_SHIFT+1_028,2,0.0,0.0,0.0,0.0,True
CORRIDOR_COMBO_SHIFT+1_TYPO_095,1,0.0,0.0,-0.265853894658828,-0.2726212661124554,True
CORRIDOR_COMBO_SHIFT+1_TYPO_095,2,-5.551115123125783e-17,-1.1102230246251565e-16,1.1963425259647233,1.0734462353177927,True
CORRIDOR_COMBO_SHIFT-1_TYPO_086,1,1.3877787807814457e-17,0.0,0.26585389465882736,0.5282037030928817,True
CORRIDOR_COMBO_SHIFT-1_TYPO_086,2,-5.551115123125783e-17,-5.551115123125783e-17,1.3292694732941368,0.0,True
CORRIDOR_SHIFT-1_020,1,0.0,0.02499999999999991,0.0,-0.2726212661124554,True
CORRIDOR_SHIFT-1_020,2,0.0,0.0,0.0,0.0,True
CORRIDOR_NORTHEAST_SHIFT+1_060,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_NORTHEAST_SHIFT+1_060,2,-0.050000000000000044,0.0,0.0,-0.2555824369804265,False
CORRIDOR_COMBO_SHIFT-1_TYPO_090,1,0.0,0.0,0.26585389465882736,0.27262126611245474,True
CORRIDOR_COMBO_SHIFT-1_TYPO_090,2,0.0,0.0,-0.265853894658828,0.2555824369804265,True
CORRIDOR_TYPO1_077,1,-5.551115123125783e-17,0.0,0.7975616839764821,0.2726212661124552,True
CORRIDOR_TYPO1_077,2,-5.551115123125783e-17,0.0,0.6646347366470684,0.25558243698042693,True
CORRIDOR_PERFECT_002,1,0.0,0.0,0.0,0.5282037030928821,True
CORRIDOR_PERFECT_002,2,-1.1102230246251565e-16,0.0,1.860977262611791,0.2726212661124552,True
CORRIDOR_PERFECT_001,1,-5.551115123125783e-17,0.0,0.7975616839764821,0.0,True
CORRIDOR_PERFECT_001,2,0.0,0.0,0.0,0.5282037030928821,True
CORRIDOR_SHIFT-3_011,1,0.0,0.0,0.5317077893176554,0.2726212661124554,True
CORRIDOR_SHIFT-3_011,2,0.0,0.0,0.265853894658828,0.8008249692053373,True
CORRIDOR_PERFECT_005,1,0.0,0.0,0.0,0.5282037030928821,True
CORRIDOR_PERFECT_005,2,0.0,0.0,0.0,0.0,True
CORRIDOR_COMBO_SHIFT+1_TYPO_092,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_COMBO_SHIFT+1_TYPO_092,2,0.0,0.0,0.0,0.25558243698042715,True
CORRIDOR_COMBO_SHIFT+1_TYPO_091,1,0.0,0.0,0.26585389465882736,0.5282037030928819,True
CORRIDOR_COMBO_SHIFT+1_TYPO_091,2,0.0,0.0,0.0,-0.5282037030928826,True
CORRIDOR_TYPO2_083,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_TYPO2_083,2,0.0,0.0,0.0,-0.27262126611245535,True
CORRIDOR_SHIFT+3_035,1,0.0,0.0,0.0,0.5282037030928819,True
CORRIDOR_SHIFT+3_035,2,0.0,0.0,0.7975616839764821,0.2726212661124554,True
