token,start,L,phase,gains,status,reject_reasons
TRUE,68,11,2,0,rejected,anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71
TRUE,69,11,2,0,rejected,anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72
TRUE,70,11,2,0,rejected,anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,71,11,2,0,rejected,anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,72,11,2,0,rejected,anchor_mismatch@72|anchor_mismatch@73
TRUE,73,11,2,0,rejected,anchor_mismatch@73
TRUE,74,11,2,26,accepted,none
TRUE,75,11,2,26,accepted,none
TRUE,76,11,2,26,accepted,none
TRUE,77,11,2,26,accepted,none
TRUE,78,11,2,26,accepted,none
TRUE,79,11,2,26,accepted,none
TRUE,80,11,2,26,accepted,none
TRUE,81,11,2,26,accepted,none
TRUE,82,11,2,26,accepted,none
TRUE,83,11,2,26,accepted,none
TRUE,84,11,2,0,rejected,"slot_conflict(c=3,s=8)"
TRUE,85,11,2,0,rejected,"optionA_violation@87|slot_conflict(c=1,s=9)"
TRUE,86,11,2,0,rejected,"slot_conflict(c=3,s=8)|slot_conflict(c=1,s=9)|slot_conflict(c=5,s=10)"
TRUE,87,11,2,0,rejected,"slot_conflict(c=1,s=9)|optionA_violation@89|slot_conflict(c=0,s=0)"
TRUE,88,11,2,0,rejected,"slot_conflict(c=1,s=9)|slot_conflict(c=5,s=10)|slot_conflict(c=0,s=0)|slot_conflict(c=4,s=1)"
TRUE,89,11,2,0,rejected,"slot_conflict(c=5,s=10)|slot_conflict(c=0,s=0)|slot_conflict(c=4,s=1)|slot_conflict(c=2,s=2)"
TRUE,90,11,2,0,rejected,"slot_conflict(c=0,s=0)|slot_conflict(c=2,s=2)|slot_conflict(c=3,s=3)"
TRUE,91,11,2,0,rejected,"slot_conflict(c=4,s=1)|slot_conflict(c=2,s=2)|slot_conflict(c=3,s=3)"
TRUE,92,11,2,0,rejected,"slot_conflict(c=2,s=2)|slot_conflict(c=3,s=3)|slot_conflict(c=1,s=4)|slot_conflict(c=5,s=5)"
TRUE,93,11,2,0,rejected,"slot_conflict(c=3,s=3)|slot_conflict(c=1,s=4)|slot_conflict(c=0,s=6)"
TRUE,0,11,3,0,rejected,"slot_conflict(c=0,s=8)|slot_conflict(c=4,s=9)|slot_conflict(c=2,s=10)|slot_conflict(c=3,s=0)"
TRUE,1,11,3,0,rejected,"slot_conflict(c=4,s=9)|slot_conflict(c=2,s=10)|slot_conflict(c=3,s=0)|slot_conflict(c=1,s=1)"
TRUE,2,11,3,0,rejected,"slot_conflict(c=2,s=10)|optionA_violation@3|optionA_violation@4|slot_conflict(c=5,s=2)"
TRUE,3,11,3,0,rejected,"slot_conflict(c=3,s=0)|slot_conflict(c=1,s=1)|slot_conflict(c=5,s=2)|slot_conflict(c=0,s=3)"
TRUE,4,11,3,0,rejected,"slot_conflict(c=1,s=1)|slot_conflict(c=5,s=2)|slot_conflict(c=0,s=3)|slot_conflict(c=4,s=4)"
TRUE,5,11,3,0,rejected,"slot_conflict(c=5,s=2)|slot_conflict(c=0,s=3)|slot_conflict(c=4,s=4)"
TRUE,6,11,3,0,rejected,"slot_conflict(c=0,s=3)|slot_conflict(c=4,s=4)"
TRUE,7,11,3,0,rejected,"slot_conflict(c=4,s=4)"
TRUE,8,11,3,0,rejected,optionA_violation@10
TRUE,9,11,3,26,accepted,none
TRUE,10,11,3,26,accepted,none
TRUE,11,11,3,26,accepted,none
TRUE,12,11,3,26,accepted,none
TRUE,13,11,3,26,accepted,none
TRUE,14,11,3,26,accepted,none
TRUE,15,11,3,26,accepted,none
TRUE,16,11,3,26,accepted,none
TRUE,17,11,3,26,accepted,none
TRUE,18,11,3,24,accepted,none
TRUE,19,11,3,0,rejected,anchor_mismatch@21|anchor_mismatch@22
TRUE,20,11,3,0,rejected,anchor_mismatch@21|anchor_mismatch@22|anchor_mismatch@23
TRUE,21,11,3,0,rejected,anchor_mismatch@21|anchor_mismatch@22|anchor_mismatch@23|anchor_mismatch@24
TRUE,22,11,3,0,rejected,anchor_mismatch@22|anchor_mismatch@23|anchor_mismatch@24|anchor_mismatch@25
TRUE,23,11,3,0,rejected,anchor_mismatch@23|anchor_mismatch@24|anchor_mismatch@25|anchor_mismatch@26
TRUE,24,11,3,0,rejected,anchor_mismatch@25|anchor_mismatch@26|anchor_mismatch@27
TRUE,25,11,3,0,rejected,anchor_mismatch@25|anchor_mismatch@26|anchor_mismatch@27|anchor_mismatch@28
TRUE,26,11,3,0,rejected,anchor_mismatch@26|anchor_mismatch@28|anchor_mismatch@29
TRUE,27,11,3,0,rejected,anchor_mismatch@27|anchor_mismatch@28|anchor_mismatch@29
TRUE,28,11,3,0,rejected,anchor_mismatch@29|anchor_mismatch@30|anchor_mismatch@31
TRUE,29,11,3,0,rejected,anchor_mismatch@29|anchor_mismatch@30|anchor_mismatch@31|anchor_mismatch@32
TRUE,30,11,3,0,rejected,anchor_mismatch@30|anchor_mismatch@31|anchor_mismatch@32|anchor_mismatch@33
TRUE,31,11,3,0,rejected,anchor_mismatch@31|anchor_mismatch@32|anchor_mismatch@33
TRUE,32,11,3,0,rejected,anchor_mismatch@32|anchor_mismatch@33
TRUE,33,11,3,21,accepted,none
TRUE,34,11,3,22,accepted,none
TRUE,35,11,3,0,rejected,optionA_violation@35
TRUE,36,11,3,22,accepted,none
TRUE,37,11,3,22,accepted,none
TRUE,38,11,3,22,accepted,none
TRUE,39,11,3,22,accepted,none
TRUE,40,11,3,22,accepted,none
TRUE,41,11,3,22,accepted,none
TRUE,42,11,3,22,accepted,none
TRUE,43,11,3,22,accepted,none
TRUE,44,11,3,22,accepted,none
TRUE,45,11,3,22,accepted,none
TRUE,46,11,3,22,accepted,none
TRUE,47,11,3,22,accepted,none
TRUE,48,11,3,22,accepted,none
TRUE,49,11,3,22,accepted,none
TRUE,50,11,3,22,accepted,none
TRUE,51,11,3,22,accepted,none
TRUE,52,11,3,22,accepted,none
TRUE,53,11,3,22,accepted,none
TRUE,54,11,3,22,accepted,none
TRUE,55,11,3,22,accepted,none
TRUE,56,11,3,22,accepted,none
TRUE,57,11,3,22,accepted,none
TRUE,58,11,3,22,accepted,none
TRUE,59,11,3,22,accepted,none
TRUE,60,11,3,0,rejected,anchor_mismatch@63
TRUE,61,11,3,0,rejected,anchor_mismatch@63
TRUE,62,11,3,0,rejected,anchor_mismatch@63|anchor_mismatch@64|anchor_mismatch@65
TRUE,63,11,3,0,rejected,anchor_mismatch@63|anchor_mismatch@64|anchor_mismatch@65|anchor_mismatch@66
TRUE,64,11,3,0,rejected,anchor_mismatch@64|anchor_mismatch@66|anchor_mismatch@67
TRUE,65,11,3,0,rejected,anchor_mismatch@65|anchor_mismatch@66|anchor_mismatch@67|anchor_mismatch@68
TRUE,66,11,3,0,rejected,anchor_mismatch@66|anchor_mismatch@67|anchor_mismatch@68|anchor_mismatch@69
TRUE,67,11,3,0,rejected,anchor_mismatch@67|anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70
TRUE,68,11,3,0,rejected,anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71
TRUE,69,11,3,0,rejected,anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72
TRUE,70,11,3,0,rejected,anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,71,11,3,0,rejected,anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,72,11,3,0,rejected,anchor_mismatch@72|anchor_mismatch@73
TRUE,73,11,3,0,rejected,anchor_mismatch@73
TRUE,74,11,3,26,accepted,none
TRUE,75,11,3,26,accepted,none
TRUE,76,11,3,26,accepted,none
TRUE,77,11,3,26,accepted,none
TRUE,78,11,3,26,accepted,none
TRUE,79,11,3,26,accepted,none
TRUE,80,11,3,26,accepted,none
TRUE,81,11,3,26,accepted,none
TRUE,82,11,3,26,accepted,none
TRUE,83,11,3,26,accepted,none
TRUE,84,11,3,0,rejected,"slot_conflict(c=3,s=7)"
TRUE,85,11,3,0,rejected,"optionA_violation@87|slot_conflict(c=1,s=8)"
TRUE,86,11,3,0,rejected,"slot_conflict(c=3,s=7)|slot_conflict(c=1,s=8)|slot_conflict(c=5,s=9)"
TRUE,87,11,3,0,rejected,"slot_conflict(c=1,s=8)|optionA_violation@89|slot_conflict(c=0,s=10)"
TRUE,88,11,3,0,rejected,"slot_conflict(c=1,s=8)|slot_conflict(c=5,s=9)|slot_conflict(c=0,s=10)|slot_conflict(c=4,s=0)"
